id,text,class
1708,yeah baby i love prom anyone got any heroin or xanax i can have for prom?,0
1709,where can i buy adderall? <repeat>,0
1710,i wanna do a bar of xanax and get really drunk and not remember anything tomorrow like everyone else does around here ??,0
1711,i wanna pop some tramadol so bad,0
1712,"since i fucked with xanax i haven't been able to find stability, it's almost been a year that i've been sober too.",0
1713,omg i just remembered i have half a xanax sitting on my shelf lol,0
1714,trying to clean my room and i think the only thing that can get me through this is an adderall,0
1715,conversations with my gf <allcaps> when she is off her head on morphine and other drugs are the funniest things ever,0
1716,adderall &amp; red bull <hashtag> friday,0
1717,imma slip an adderall in bay's breakfast to give her an advantage on the ela,0
1718,i used to sell oxycontin in trailer parks now all these designers and boutique owners in la <allcaps> tellin me iím up next.,0
1719,the bag signal but itís not a bat itís a xanax bar and everytime i light it someone brings me a xanax,0
1720,<user> you know if i was close to you we'd be two high nigga pies right now floating on alprazolam,0
1721,currently popping xanax like tic tacs,0
1722,someone buy my adderall i need $$$ lmao,0
1723,i need a big blue from the store to mix this hydrocodone with.,0
1724,by the time i got there i was half drunk and half high on adderall so i sucked down <number> stoges and went in there with some big balls,0
1725,you think i can snort xanax,0
1726,nah a xanax and oxy mix is brazy <elong>,0
1727,for once i actually understand something in algebra <number> maybe i do need to start taking more adderall ??????????,0
1728,<user> took enough adderall to kill a grown elephant this week,0
1729,taking a <number>rd vyvanse right now = worst idea i've probably ever made,0
1730,i think i quite a bit of a stronger dose of adderall for when i'm in my zone <hashtag> gameday,0
1731,"<user> does mary jane help? that's my main go to for depression / anxiety / ptsd. although sometimes i have to throw in some lorazepam as well for the nightmares. i realize i'm a bit late, but i hope you can get a handle on it again x",0
1732,coffee &amp; adderall is the secret to finals,0
1733,<user> <user> <user> i'll send you up some diclofenac or tramadol as an alternative if you need it.,0
1734,"<user> it's all good. he'll be back. and in the mean time, me and my buddies paxil and ativan are gonna have a real good time. ??",0
1735,i'm about to go get my first tat alone very drunk and on xanax lmao,0
1736,nothings working does anybody have adderall,0
1737,<user> <user> confession: adderall is the only reason i passed statics  /  college ????,0
1738,wish i had morphine to floss rn. or something stronger <smile> <smile>,0
1739,"my buddy just kicked a norco, morphine and xanax habit using bud and thc oil. it's dumb that marijuana is still illegal in most states <hashtag> wtf",0
1740,smoking on cookies and dead people xanax got my mind tweaking ????ion know who to trust ??????,0
1741,<user> bruh xanax killing more of my friends then the hood itself these kids gettin the information,0
1742,"cheers, this vyvanse hit me especially hard this morning. <repeat> maybe it's the caffeine that potentiated it",0
1743,i wanna smoke and take another xanax,0
1744,"no more adderall hurt , <number> exams tomorrow",0
1745,you don't know what melting feels like until you're incredibly stoned on weed and hydrocodone in <number>∞ weather,0
1746,you were supposed to give me xanax but you're scared of losing your job. therefore i don't particularly like you ??,0
1747,"never mixing coffee and vyvanse again, i'm gonna die",0
1748,who has some adderall? i'm trying to learn how to program an akai mpc <allcaps>.,0
1749,the plug should give half off adderall on nights before act,0
1750,me and giovanni used to snort xanax together now we work <number>+ hours share a home and fight about our pets,0
1751,this coffee and vyvanse are the only things getting me through this day. <repeat>,0
1752,my father is high off valium but he's still capable to give me directions and judge my driving ??,0
1753,i found an adderall from <number> years ago in my bedroom and it's working lol,0
1754,iíve been online these two adderall study days more than normal and now i can see in between the cracks of memes and see wild edrama,0
1755,if anyone has adderall dm me please! ??,0
1756,just ate <number> oxycontin pills. <repeat>currently awaiting the results ????,0
1757,just woke up from a nap and i'm still high off morphine,0
1758,taking an adderall and cleaning my entire house was so worth it,0
1759,left over morphine from surgery comes in clutch,0
1760,doubled up on my adderall oops ??,0
1761,some of my friends use xanax (recreational wise lmao) and they get so chill i'm about to try some for school lmfaoo,0
1762,"me:mom you've a herniated disc in ur back, take <number> of my neurontin an drink coffee mum: they make me drowsy be:that's what the coffee is for",0
1763,<user> i took a hydrocodone and i'm drinking my second glass of wine ??????,0
1764,adderall did not help me! straight bombed that test!,0
1765,"my day? forst off i wake up round <number> an immediately light a bowl, then i pop an adderall an a few bars an im funky (;",0
1766,"i have the most killer migraine right now holy fuck, i guess taking <number>mg of adderall in a day isn't recommended ????",0
1767,i would pay $<number> for one single xanax to break me out of this sticky molasses depressive haze,0
1768,<user> i'm fairly positive tramadol didn't even give me a buzz and i have no tolerance for pills again ever since i got clean. shits weak,0
1769,why does it not surprise me that the guy i sell my adderall to has a rap list longer that o. j. ?,0
1770,is it considered cheating to take adderall before a state test,0
1771,high stress shopping low stress shopping im really stoned shopping shopping on lsd shopping on adderall shopping in all sort of environments,0
1772,fairly sure my moms addicted to tramadol,0
1773,<user>  <user> shit ill even pop an adderall,0
1774,<number> shots of jack daniels <number> shots of vodka  <number> shot of hennessy <number> dos xx <number> <number> / <number> hulk hydrocodone kpins lol my liber is dead,0
1775,also adderall makes u skinny so i'm so here for it honestly tbh,0
1776,my li sister over here bout to od off some hydrocodone ??????,0
1777,going to pop some adderall ??,0
1778,can you get addicted to adderall? bc i lowkey love this feeling ?? <hashtag> crackbaby,0
1779,i have one tramadol left and i'll be taking it tonight before i get shit faced ??,0
1780,lorazepam + promethazine = <number> lit,0
1781,getting excited bc i found adderall in my room. <repeat> <hashtag> collegelife,0
1782,<user> yeah iím looking forward to trying morphine seems fun,0
1783,gotta stop poppin these pills. <repeat> xanax,0
1784,taking adderall just to make sure i pack <hashtag> whathascollegedonetome,0
1785,<user> do it. iíll come dribble over your chat while iím soaped our on valium.,0
1786,i need some adderall for next week. got finals,0
1787,two family deaths this year i turned to a xanax monster,0
1788,professor: you wonít be able to study for the final in one night so i suggest start studying now me: honey itís called adderall,0
1789,not even the adderall could energize me enough to stay up another night,0
1790,"gas and air mixed with morphine, some high i tell you",0
1791,"ìthanks for the valium, susanî",0
1792,i found xanax and itís making me fall in love ??,0
1793,i was fairly sure people knew i have a thing for codeine so me loving the morphine shouldnít have been a shock to anyone,0
1794,scary exciting moment. my book proposal is going out soon. send me all your unused valium or prepare to scrape me off any number of ceilings. or floors.,0
1795,idk if i should mix adderall and red bull i'm gonna be awake for <number> days,0
1796,any one who need diazepam <number>mg tramadol <number>mg contact cooltatu<user>.com,0
1797,<user> chucked tramadol in me they have waiting for that funny feeling ?? i'm such a junkie,0
1798,bro. they shot me up with morphine twice and i was high as a kite. that shit knocked my ass out.,0
1799,found a pill under my bed. i hope it was xanax,0
1800,fixing to pop a whole bunch of these tramadol pills ??????,0
1801,this nigga adam took one <allcaps> sip <allcaps> of <allcaps> lean <allcaps> and is now asking me to plug him with xanax &amp; shrooms. nigga no don't fucken do drugs,0
1802,momma's getting the hookup with morphine &amp; norco . <repeat> tf come through mom!,0
1803,<number> clonazepam and a shot what could go wrong?,0
1804,thank u for showing me the wonders of adderall <user> ily,0
1805,selling my vyvanse wholesale again??????,0
1806,"safe to pop this adderall pill now i guess, long night ahead ??????????",0
